timestamp_utc,node_id,latitude,longitude,tilt_x_deg,tilt_y_deg,tilt_magnitude_deg,displacement_mm,displacement_change_mm,displacement_rate_mm_per_hour,distance_to_neighbor_m,vibration_g,crack_width_mm,crack_change_mm,displacement_vs_network_mean_mm,risk_level
2026-01-01 00:50:00+00:00,N001,19.999996,82.0000012,0.1308,0.0504,0.14017417736516238,2.0385,0.13329999999999997,1.5995999999999997,9.8323,0.02219,0.0,0.0,0.013970000000000038,WATCH
2026-01-01 00:55:00+00:00,N001,19.999996,82.0000012,0.1149,0.0649,0.13196219155500563,2.0049,-0.03359999999999985,-0.4031999999999982,9.8561,0.01995,0.0,0.0,0.03587666666666678,NORMAL
2026-01-01 01:00:00+00:00,N001,19.999996,82.0000012,0.0647,0.0593,0.08776434355705054,2.2098,0.20489999999999986,2.4587999999999983,9.8318,0.02106,0.0,0.0,0.21872000000000003,WATCH
2026-01-01 01:05:00+00:00,N001,19.999996,82.0000012,0.063,0.086,0.10660675400742675,2.0973,-0.11249999999999982,-1.3499999999999979,9.8691,0.01885,0.0,0.0,0.09749666666666679,NORMAL
2026-01-01 01:10:00+00:00,N001,19.999996,82.0000012,0.0525,0.0805,0.09610671152422187,1.8359,-0.2614000000000001,-3.136800000000001,9.8415,0.02643,0.0,0.0,-0.1704699999999999,NORMAL
2026-01-01 01:15:00+00:00,N001,19.999996,82.0000012,0.1179,0.0246,0.12043907173338726,2.0234,0.1875,2.25,9.8516,0.0218,0.0,0.0,0.0038800000000001056,WATCH
2026-01-01 01:20:00+00:00,N001,19.999996,82.0000012,0.0848,0.0326,0.09085042652624148,1.9846,-0.03880000000000017,-0.465600000000002,9.8467,0.02141,0.0,0.0,-0.023700000000000276,NORMAL
2026-01-01 01:25:00+00:00,N001,19.999996,82.0000012,0.0924,0.0786,0.12130836739483389,2.0886,0.10400000000000009,1.248000000000001,9.8921,0.02176,0.0,0.0,0.05657999999999985,WATCH
2026-01-01 01:30:00+00:00,N001,19.999996,82.0000012,0.0986,0.038,0.10566910617583551,2.1822,0.0935999999999999,1.1231999999999989,9.8536,0.02028,0.0,0.0,0.1594566666666668,WATCH
2026-01-01 01:35:00+00:00,N001,19.999996,82.0000012,0.1156,0.0493,0.12567358513227828,2.0207,-0.16149999999999975,-1.937999999999997,9.8771,0.02255,0.0,0.0,0.013876666666666537,NORMAL
2026-01-01 01:40:00+00:00,N001,19.999996,82.0000012,0.1077,0.0789,0.13350842670033977,1.9917,-0.029000000000000137,-0.34800000000000164,9.7921,0.02023,0.0,0.0,-0.033689999999999776,NORMAL
2026-01-01 01:45:00+00:00,N001,19.999996,82.0000012,0.0851,0.0229,0.08812729429637563,1.8418,-0.14989999999999992,-1.798799999999999,9.8539,0.0183,0.0,0.0,-0.1962600000000001,NORMAL
2026-01-01 01:50:00+00:00,N001,19.999996,82.0000012,0.0839,0.0664,0.10699612142503111,2.1292,0.2873999999999999,3.4487999999999985,9.8406,0.02115,0.0,0.0,0.13890333333333338,WATCH
2026-01-01 01:55:00+00:00,N001,19.999996,82.0000012,0.1016,0.0331,0.10685583746337866,2.0258,-0.10340000000000016,-1.240800000000002,9.8493,0.02064,0.0,0.0,0.04418333333333302,NORMAL
2026-01-01 02:00:00+00:00,N001,19.999996,82.0000012,0.0646,0.046,0.07930422435154384,1.954,-0.07179999999999986,-0.8615999999999984,9.8539,0.01875,0.0,0.0,-0.07394000000000012,NORMAL
2026-01-01 02:05:00+00:00,N001,19.999996,82.0000012,0.0746,0.1006,0.12524184604196792,2.2038,0.24980000000000024,2.997600000000003,9.8705,0.02632,0.0,0.0,0.17551666666666677,WATCH
2026-01-01 02:10:00+00:00,N001,19.999996,82.0000012,0.1332,0.1234,0.18157587945539463,2.1378,-0.06600000000000028,-0.7920000000000034,9.8581,0.02249,0.0,0.0,0.10074000000000005,NORMAL
2026-01-01 02:15:00+00:00,N001,19.999996,82.0000012,0.0769,0.069,0.10331800423933866,2.1332,-0.0045999999999999375,-0.05519999999999925,9.8467,0.01908,0.0,0.0,0.09294333333333338,NORMAL
2026-01-01 02:20:00+00:00,N001,19.999996,82.0000012,0.1348,0.0804,0.15695604480235859,1.8477,-0.2855000000000001,-3.426000000000001,9.8497,0.02506,0.0,0.0,-0.1286033333333334,NORMAL
2026-01-01 02:25:00+00:00,N001,19.999996,82.0000012,0.0278,0.0283,0.03967026594314689,2.0416,0.19389999999999996,2.3267999999999995,9.8488,0.02076,0.0,0.0,0.06984333333333304,WATCH
2026-01-01 02:30:00+00:00,N001,19.999996,82.0000012,0.0676,0.0539,0.08645790883429924,2.138,0.09640000000000004,1.1568000000000005,9.8329,0.02256,0.0,0.0,0.07786666666666653,WATCH
2026-01-01 02:35:00+00:00,N001,19.999996,82.0000012,0.139,0.0845,0.16266914274071775,2.0439,-0.09410000000000007,-1.1292000000000009,9.8492,0.0198,0.0,0.0,0.003509999999999902,NORMAL
2026-01-01 02:40:00+00:00,N001,19.999996,82.0000012,0.063,0.0824,0.10372444263528245,2.0093,-0.03459999999999974,-0.4151999999999969,9.8523,0.02984,0.0,0.0,0.009609999999999896,NORMAL
2026-01-01 02:45:00+00:00,N001,19.999996,82.0000012,0.1071,0.1001,0.14659611181746943,2.032,0.022699999999999942,0.2723999999999993,9.8734,0.01845,0.0,0.0,0.004529999999999923,NORMAL
2026-01-01 02:50:00+00:00,N001,19.999996,82.0000012,0.0957,0.0368,0.10253160488356748,2.0151,-0.016900000000000137,-0.20280000000000165,9.8513,0.02093,0.0,0.0,0.008406666666666673,NORMAL
2026-01-01 02:55:00+00:00,N001,19.999996,82.0000012,0.0612,0.0565,0.08329279680740706,2.06,0.04490000000000016,0.5388000000000019,9.8401,0.01934,0.0,0.0,0.01424666666666674,WATCH
2026-01-01 03:00:00+00:00,N001,19.999996,82.0000012,0.1196,0.0471,0.1285401493697592,2.0806,0.02059999999999995,0.24719999999999942,9.854,0.02247,0.0,0.0,0.07018000000000013,NORMAL
2026-01-01 03:05:00+00:00,N001,19.999996,82.0000012,0.0636,-0.0125,0.06481674166448048,1.9785,-0.10210000000000008,-1.225200000000001,9.853,0.01978,0.0,0.0,-0.03742666666666672,NORMAL
2026-01-01 03:10:00+00:00,N001,19.999996,82.0000012,0.0766,0.0024,0.07663758868858023,2.1489,0.17039999999999988,2.0447999999999986,9.8321,0.0235,0.0,0.0,0.12185333333333315,WATCH
2026-01-01 03:15:00+00:00,N001,19.999996,82.0000012,0.0524,0.0663,0.0845071002934073,2.0556,-0.09329999999999972,-1.1195999999999966,9.8338,0.02605,0.0,0.0,0.06723000000000012,NORMAL
2026-01-01 03:20:00+00:00,N001,19.999996,82.0000012,0.065,0.045,0.07905694150420949,2.0878,0.032200000000000006,0.3864000000000001,9.8269,0.02109,0.0,0.0,0.09804666666666684,NORMAL
2026-01-01 03:25:00+00:00,N001,19.999996,82.0000012,0.1027,0.0606,0.11924617394281462,2.0007,-0.08709999999999996,-1.0451999999999995,9.8614,0.01971,0.0,0.0,-0.0025333333333330543,NORMAL
2026-01-01 03:30:00+00:00,N001,19.999996,82.0000012,0.0795,0.062,0.10081790515578073,2.0624,0.061699999999999644,0.7403999999999957,9.8393,0.01893,0.0,0.0,0.04000999999999966,WATCH
2026-01-01 03:35:00+00:00,N001,19.999996,82.0000012,0.0388,0.0965,0.10400812468264199,2.1012,0.03880000000000017,0.465600000000002,9.8602,0.01914,0.0,0.0,0.08586666666666654,NORMAL
2026-01-01 03:40:00+00:00,N001,19.999996,82.0000012,0.0522,0.0629,0.08173891362135907,2.105,0.0038000000000000256,0.04560000000000031,9.8731,0.01949,0.0,0.0,0.08301666666666652,NORMAL
2026-01-01 03:45:00+00:00,N001,19.999996,82.0000012,0.0666,0.0576,0.08805293862217206,2.2716,0.16659999999999986,1.9991999999999983,9.8431,0.02323,0.0,0.0,0.18662,WATCH
2026-01-01 03:50:00+00:00,N001,19.999996,82.0000012,0.0988,0.0428,0.10767209480640748,2.2038,-0.06779999999999964,-0.8135999999999957,9.863,0.02081,0.0,0.0,0.15559666666666683,NORMAL
2026-01-01 03:55:00+00:00,N001,19.999996,82.0000012,0.098,0.1341,0.16609277527936006,2.2057,0.0019000000000000128,0.022800000000000153,9.8593,0.02161,0.0,0.0,0.1572300000000002,NORMAL
2026-01-01 04:00:00+00:00,N001,19.999996,82.0000012,0.0376,0.0386,0.053886176334937703,1.8076,-0.3981000000000001,-4.7772000000000014,9.877,0.01989,0.0,0.0,-0.19692333333333312,NORMAL
2026-01-01 04:05:00+00:00,N001,19.999996,82.0000012,0.0641,0.0358,0.0734196840091266,2.0362,0.22859999999999991,2.743199999999999,9.8499,0.01872,0.0,0.0,0.014190000000000147,WATCH
2026-01-01 04:10:00+00:00,N001,19.999996,82.0000012,0.0399,0.0436,0.059101353622400224,2.0102,-0.0259999999999998,-0.3119999999999976,9.8459,0.02037,0.0,0.0,-0.0058233333333332915,NORMAL
2026-01-01 04:15:00+00:00,N001,19.999996,82.0000012,0.0757,0.097,0.12304263488726175,2.0529,0.04269999999999996,0.5123999999999995,9.8136,0.02351,0.0,0.0,0.04316000000000031,WATCH
2026-01-01 04:20:00+00:00,N001,19.999996,82.0000012,0.1068,0.0914,0.14057097851263609,1.9487,-0.10420000000000007,-1.2504000000000008,9.8549,0.02183,0.0,0.0,-0.07823333333333338,NORMAL
2026-01-01 04:25:00+00:00,N001,19.999996,82.0000012,0.0879,0.0815,0.11986934553921616,1.8919,-0.056800000000000184,-0.6816000000000022,9.854,0.0185,0.0,0.0,-0.11177000000000015,NORMAL
2026-01-01 04:30:00+00:00,N001,19.999996,82.0000012,0.0586,0.0276,0.06477437765042594,2.1392,0.2473000000000003,2.9676000000000036,9.8547,0.03045,0.0,0.0,0.08681000000000028,WATCH
2026-01-01 04:35:00+00:00,N001,19.999996,82.0000012,0.1315,0.0777,0.1527401060625532,1.8985,-0.24070000000000014,-2.8884000000000016,9.8313,0.02181,0.0,0.0,-0.12836000000000003,NORMAL
2026-01-01 04:40:00+00:00,N001,19.999996,82.0000012,0.1032,0.0679,0.12353400341606355,2.4183,0.5197999999999998,6.237599999999998,9.8563,0.01813,0.0,0.0,0.4435199999999999,WATCH
2026-01-01 04:45:00+00:00,N001,19.999996,82.0000012,0.1088,0.0541,0.1215082301739269,2.141,-0.2772999999999999,-3.3275999999999986,9.8427,0.02453,0.0,0.0,0.0978433333333335,NORMAL
2026-01-01 04:50:00+00:00,N001,19.999996,82.0000012,0.0754,0.106,0.13008135915649097,2.0343,-0.10670000000000002,-1.2804000000000002,9.8693,0.02154,0.0,0.0,-0.022466666666666857,NORMAL
2026-01-01 04:55:00+00:00,N001,19.999996,82.0000012,0.0696,0.0605,0.09221935805458634,2.0213,-0.0129999999999999,-0.1559999999999988,9.8519,0.01979,0.0,0.0,-0.0029266666666663,NORMAL
2026-01-01 05:00:00+00:00,N001,19.999996,82.0000012,0.0858,0.0811,0.11806290696065383,2.1469,0.12559999999999993,1.5071999999999992,9.8278,0.02549,0.0,0.0,0.14350333333333332,WATCH
2026-01-01 05:05:00+00:00,N001,19.999996,82.0000012,0.0644,0.0412,0.0764512916830056,2.092,-0.05489999999999995,-0.6587999999999994,9.8386,0.02259,0.0,0.0,0.0028733333333335054,NORMAL
2026-01-01 05:10:00+00:00,N001,19.999996,82.0000012,0.0823,0.1243,0.14907642335392943,2.0497,-0.042300000000000004,-0.5076,9.8675,0.02244,0.0,0.0,0.05709666666666657,NORMAL
2026-01-01 05:15:00+00:00,N001,19.999996,82.0000012,0.073,0.063,0.09642613753542138,2.0805,0.030799999999999716,0.3695999999999966,9.8292,0.01912,0.0,0.0,0.009706666666666308,NORMAL
2026-01-01 05:20:00+00:00,N001,19.999996,82.0000012,0.0774,0.0506,0.09247226611260265,1.8806,-0.19989999999999974,-2.398799999999997,9.8366,0.01892,0.0,0.0,-0.11824333333333326,NORMAL
2026-01-01 05:25:00+00:00,N001,19.999996,82.0000012,0.0575,0.0879,0.10503646985690257,2.1684,0.28780000000000006,3.4536000000000007,9.8376,0.01942,0.0,0.0,0.15593666666666683,WATCH
2026-01-01 05:30:00+00:00,N001,19.999996,82.0000012,0.1148,0.083,0.14166170971719919,2.0137,-0.15470000000000006,-1.8564000000000007,9.8591,0.02462,0.0,0.0,-0.012960000000000083,NORMAL
2026-01-01 05:35:00+00:00,N001,19.999996,82.0000012,0.0878,0.0692,0.11179212852432859,1.8689,-0.14480000000000004,-1.7376000000000005,9.8455,0.02113,0.0,0.0,-0.14832333333333336,NORMAL
2026-01-01 05:40:00+00:00,N001,19.999996,82.0000012,0.0964,0.0247,0.09951406935705122,2.1046,0.23570000000000002,2.8284000000000002,9.8589,0.01873,0.0,0.0,0.06928000000000001,WATCH
2026-01-01 05:45:00+00:00,N001,19.999996,82.0000012,0.0805,0.0453,0.09237066633948247,2.0923,-0.0123000000000002,-0.1476000000000024,9.8633,0.01909,0.0,0.0,0.04025999999999996,NORMAL
2026-01-01 05:50:00+00:00,N001,19.999996,82.0000012,0.0609,0.0546,0.08179223679543188,2.1471,0.05480000000000018,0.6576000000000022,9.8594,0.01875,0.0,0.0,0.1351966666666664,WATCH
2026-01-01 05:55:00+00:00,N001,19.999996,82.0000012,0.0672,0.0254,0.07184010022264724,2.0452,-0.1019000000000001,-1.2228000000000012,9.8461,0.02386,0.0,0.0,0.0009333333333332305,NORMAL
2026-01-01 06:00:00+00:00,N001,19.999996,82.0000012,0.0867,0.0762,0.1154267300065284,1.9551,-0.09009999999999985,-1.0811999999999982,9.827,0.02051,0.0,0.0,-0.10926333333333349,NORMAL
2026-01-01 06:05:00+00:00,N001,19.999996,82.0000012,0.0874,0.0881,0.1240982272234378,2.0073,0.0521999999999998,0.6263999999999976,9.8446,0.02475,0.0,0.0,-0.01990666666666696,WATCH
2026-01-01 06:10:00+00:00,N001,19.999996,82.0000012,0.0408,0.0474,0.06254118642942426,2.0263,0.019000000000000128,0.22800000000000153,9.8439,0.02775,0.0,0.0,-0.0157166666666666,NORMAL
2026-01-01 06:15:00+00:00,N001,19.999996,82.0000012,0.0753,0.0696,0.1025390169642756,2.0556,0.029300000000000104,0.35160000000000124,9.8508,0.01855,0.0,0.0,0.027140000000000164,NORMAL
2026-01-01 06:20:00+00:00,N001,19.999996,82.0000012,0.0927,0.0676,0.11473033600578358,1.7549,-0.3007000000000002,-3.6084000000000023,9.8481,0.0219,0.0,0.0,-0.22902000000000022,NORMAL
2026-01-01 06:25:00+00:00,N001,19.999996,82.0000012,0.0781,0.0709,0.10548184677943405,1.7725,0.01760000000000006,0.21120000000000072,9.8418,0.02017,0.0,0.0,-0.2535733333333332,NORMAL
2026-01-01 06:30:00+00:00,N001,19.999996,82.0000012,0.1014,0.1155,0.15369518535074547,2.2107,0.43820000000000014,5.258400000000002,9.8625,0.02258,0.0,0.0,0.1789833333333335,WATCH
2026-01-01 06:35:00+00:00,N001,19.999996,82.0000012,0.1168,0.0418,0.12405434293083012,2.0794,-0.13129999999999997,-1.5755999999999997,9.8296,0.02287,0.0,0.0,0.023946666666666783,NORMAL
2026-01-01 06:40:00+00:00,N001,19.999996,82.0000012,0.0817,0.0589,0.10071792293330914,1.9951,-0.08430000000000004,-1.0116000000000005,9.8545,0.02083,0.0,0.0,-0.012189999999999701,NORMAL
2026-01-01 06:45:00+00:00,N001,19.999996,82.0000012,0.0636,0.0792,0.10157558761828553,2.1566,0.16149999999999998,1.9379999999999997,9.8537,0.02371,0.0,0.0,0.10990666666666682,WATCH
2026-01-01 06:50:00+00:00,N001,19.999996,82.0000012,0.0085,0.0823,0.08273777855369335,2.0494,-0.10720000000000018,-1.2864000000000022,9.8769,0.01875,0.0,0.0,0.022163333333333313,NORMAL
2026-01-01 06:55:00+00:00,N001,19.999996,82.0000012,0.0641,0.0333,0.07223364866874718,2.2028,0.15339999999999998,1.8407999999999998,9.8447,0.01827,0.0,0.0,0.19568999999999992,WATCH
2026-01-01 07:00:00+00:00,N001,19.999996,82.0000012,0.0781,0.0369,0.0863783537699116,2.2428,0.040000000000000036,0.4800000000000004,9.8549,0.01912,0.0,0.0,0.1957399999999998,NORMAL
2026-01-01 07:05:00+00:00,N001,19.999996,82.0000012,0.0568,0.0291,0.06382045126759918,2.1889,-0.05390000000000006,-0.6468000000000007,9.8419,0.02368,0.0,0.0,0.14710333333333292,NORMAL
2026-01-01 07:10:00+00:00,N001,19.999996,82.0000012,0.0745,0.0676,0.10059826042233533,1.9455,-0.24339999999999984,-2.920799999999998,9.847,0.02201,0.0,0.0,-0.07249666666666688,NORMAL
2026-01-01 07:15:00+00:00,N001,19.999996,82.0000012,0.0463,0.0834,0.09538998899255624,2.0861,0.14060000000000006,1.6872000000000007,9.8561,0.01844,0.0,0.0,0.09728666666666674,WATCH
2026-01-01 07:20:00+00:00,N001,19.999996,82.0000012,0.0887,0.0503,0.10196950524544089,1.9789,-0.10719999999999996,-1.2863999999999995,9.863,0.01821,0.0,0.0,-0.04327666666666663,NORMAL
2026-01-01 07:25:00+00:00,N001,19.999996,82.0000012,0.0638,0.0778,0.10061451187577267,2.08,0.10109999999999997,1.2131999999999996,9.8452,0.02278,0.0,0.0,0.06619333333333355,WATCH
2026-01-01 07:30:00+00:00,N001,19.999996,82.0000012,0.1086,0.0726,0.13063200220466653,2.0304,-0.049599999999999866,-0.5951999999999984,9.8135,0.02391,0.0,0.0,0.0051600000000004975,NORMAL
2026-01-01 07:35:00+00:00,N001,19.999996,82.0000012,0.0764,0.0584,0.09616402653799391,1.9014,-0.12900000000000023,-1.5480000000000027,9.8326,0.02559,0.0,0.0,-0.1040766666666666,NORMAL
2026-01-01 07:40:00+00:00,N001,19.999996,82.0000012,0.0565,0.0663,0.08710878256524998,1.7206,-0.18080000000000007,-2.169600000000001,9.8317,0.02063,0.0,0.0,-0.27146000000000003,NORMAL
2026-01-01 07:45:00+00:00,N001,19.999996,82.0000012,0.1111,0.0943,0.14572474052129927,2.0917,0.3711,4.4532,9.867,0.02492,0.0,0.0,0.09009333333333336,WATCH
2026-01-01 07:50:00+00:00,N001,19.999996,82.0000012,0.1265,0.1031,0.16319270817043266,1.951,-0.14069999999999983,-1.688399999999998,9.8318,0.02075,0.0,0.0,-0.07755666666666672,NORMAL
2026-01-01 07:55:00+00:00,N001,19.999996,82.0000012,0.0283,0.0903,0.0946307560996952,2.005,0.053999999999999826,0.6479999999999979,9.8513,0.01842,0.0,0.0,-0.014499999999999957,WATCH
2026-01-01 08:00:00+00:00,N001,19.999996,82.0000012,0.0574,0.0263,0.06313834017457222,2.0978,0.0928,1.1136,9.823,0.02772,0.0,0.0,0.04999999999999982,WATCH
2026-01-01 08:05:00+00:00,N001,19.999996,82.0000012,0.0956,0.0423,0.10454018366159494,1.9835,-0.11429999999999985,-1.3715999999999982,9.8717,0.02307,0.0,0.0,-0.014453333333333429,NORMAL
2026-01-01 08:10:00+00:00,N001,19.999996,82.0000012,0.0705,0.0956,0.11878387937763273,2.1432,0.15970000000000018,1.916400000000002,9.8658,0.02039,0.0,0.0,0.1376066666666671,WATCH
2026-01-01 08:15:00+00:00,N001,19.999996,82.0000012,0.0629,0.0661,0.0912448354702884,2.1766,0.033399999999999874,0.4007999999999985,9.8576,0.0235,0.0,0.0,0.14165666666666699,NORMAL
2026-01-01 08:20:00+00:00,N001,19.999996,82.0000012,0.0327,0.0875,0.0934105989703524,2.0499,-0.12670000000000003,-1.5204000000000004,9.8413,0.02279,0.0,0.0,0.02134999999999998,NORMAL
2026-01-01 08:25:00+00:00,N001,19.999996,82.0000012,0.0744,0.0562,0.09324054911893215,1.9796,-0.07030000000000003,-0.8436000000000003,9.8613,0.01922,0.0,0.0,-0.02699666666666678,NORMAL
2026-01-01 08:30:00+00:00,N001,19.999996,82.0000012,0.0925,0.0578,0.10907378236771657,1.9426,-0.03699999999999992,-0.44399999999999906,9.8588,0.0206,0.0,0.0,-0.04371333333333305,NORMAL
2026-01-01 08:35:00+00:00,N001,19.999996,82.0000012,0.0741,0.0599,0.09528284210706563,1.9209,-0.021700000000000053,-0.26040000000000063,9.8511,0.02232,0.0,0.0,-0.1117566666666665,NORMAL
2026-01-01 08:40:00+00:00,N001,19.999996,82.0000012,0.0652,0.0459,0.07973612732005486,2.0362,0.11529999999999996,1.3835999999999995,9.8422,0.0182,0.0,0.0,0.03210666666666695,WATCH
2026-01-01 08:45:00+00:00,N001,19.999996,82.0000012,0.076,0.0408,0.08625914444277778,2.0829,0.046699999999999964,0.5603999999999996,9.8476,0.02083,0.0,0.0,0.05496999999999996,WATCH
2026-01-01 08:50:00+00:00,N001,19.999996,82.0000012,0.0536,0.0571,0.07831583492500097,2.0147,-0.06820000000000004,-0.8184000000000005,9.8673,0.01939,0.0,0.0,-0.0079666666666669,NORMAL
2026-01-01 08:55:00+00:00,N001,19.999996,82.0000012,0.0947,0.0236,0.0975963626371393,2.0597,0.04499999999999993,0.5399999999999991,9.869,0.01907,0.0,0.0,0.03304333333333309,WATCH
2026-01-01 09:00:00+00:00,N001,19.999996,82.0000012,0.0845,0.0711,0.11043305664519117,1.8148,-0.2448999999999999,-2.9387999999999987,9.8461,0.02469,0.0,0.0,-0.1625633333333334,NORMAL
2026-01-01 09:05:00+00:00,N001,19.999996,82.0000012,0.07,0.114,0.13377593206552515,1.8344,0.019600000000000062,0.23520000000000074,9.8502,0.02157,0.0,0.0,-0.15323999999999982,NORMAL
2026-01-01 09:10:00+00:00,N001,19.999996,82.0000012,0.0922,0.0744,0.11847446982367128,1.7406,-0.0938000000000001,-1.1256000000000013,9.8541,0.01834,0.0,0.0,-0.2448733333333335,NORMAL
2026-01-01 09:15:00+00:00,N001,19.999996,82.0000012,0.0507,0.0712,0.0874066931075647,1.986,0.24540000000000006,2.9448000000000008,9.847,0.0232,0.0,0.0,0.003049999999999997,WATCH
2026-01-01 09:20:00+00:00,N001,19.999996,82.0000012,0.1068,0.0183,0.10835649495992385,2.0284,0.04239999999999999,0.5087999999999999,9.8103,0.02076,0.0,0.0,0.013953333333333262,WATCH
2026-01-01 09:25:00+00:00,N001,19.999996,82.0000012,0.1047,0.0973,0.14293138213842332,2.1789,0.15050000000000008,1.806000000000001,9.8585,0.01944,0.0,0.0,0.1905066666666666,WATCH
2026-01-01 09:30:00+00:00,N001,19.999996,82.0000012,0.1014,0.0819,0.13034404474313355,2.0232,-0.15569999999999995,-1.8683999999999994,9.8359,0.02232,0.0,0.0,0.05586666666666673,NORMAL
2026-01-01 09:35:00+00:00,N001,19.999996,82.0000012,0.0774,0.0819,0.11268704450823085,1.9548,-0.06840000000000002,-0.8208000000000002,9.8355,0.02195,0.0,0.0,-0.08560333333333325,NORMAL
2026-01-01 09:40:00+00:00,N001,19.999996,82.0000012,0.048,0.0527,0.07128316771861362,2.0488,0.09399999999999986,1.1279999999999983,9.8508,0.02172,0.0,0.0,0.05233333333333334,WATCH
2026-01-01 09:45:00+00:00,N001,19.999996,82.0000012,0.0944,0.0308,0.09929753269845128,2.1674,0.11860000000000026,1.4232000000000031,9.8551,0.02024,0.0,0.0,0.19239333333333364,WATCH
2026-01-01 09:50:00+00:00,N001,19.999996,82.0000012,0.0849,0.0679,0.10871255677243545,1.7972,-0.3702000000000003,-4.442400000000004,9.8457,0.02077,0.0,0.0,-0.22136,NORMAL
2026-01-01 09:55:00+00:00,N001,19.999996,82.0000012,0.1001,0.0261,0.10344670125238406,2.0431,0.2459,2.9508,9.8463,0.01936,0.0,0.0,0.030563333333333276,WATCH
2026-01-01 10:00:00+00:00,N001,19.999996,82.0000012,0.0759,0.0385,0.08510616898909266,1.8161,-0.22699999999999987,-2.7239999999999984,9.8626,0.02239,0.0,0.0,-0.16956666666666664,NORMAL
2026-01-01 10:05:00+00:00,N001,19.999996,82.0000012,0.0589,0.0316,0.06684137939929127,1.921,0.1049,1.2588,9.8355,0.01894,0.0,0.0,-0.037806666666666766,WATCH
2026-01-01 10:10:00+00:00,N001,19.999996,82.0000012,0.074,0.0623,0.09673308637689589,1.9808,0.05979999999999985,0.7175999999999982,9.8502,0.02289,0.0,0.0,0.02291999999999983,WATCH
2026-01-01 10:15:00+00:00,N001,19.999996,82.0000012,0.0603,0.0852,0.1043797394133555,1.8144,-0.16639999999999988,-1.9967999999999986,9.8365,0.02759,0.0,0.0,-0.15522666666666662,NORMAL
2026-01-01 10:20:00+00:00,N001,19.999996,82.0000012,0.0872,0.0852,0.12191341189549244,2.059,0.24460000000000015,2.935200000000002,9.8608,0.02016,0.0,0.0,0.10615666666666668,WATCH
2026-01-01 10:25:00+00:00,N001,19.999996,82.0000012,0.0593,0.031,0.06691404934690472,1.8294,-0.22960000000000025,-2.755200000000003,9.8403,0.01866,0.0,0.0,-0.17159666666666662,NORMAL
2026-01-01 10:30:00+00:00,N001,19.999996,82.0000012,0.0637,0.0726,0.09658390135006972,1.826,-0.0033999999999998476,-0.04079999999999817,9.8374,0.01817,0.0,0.0,-0.15852,NORMAL
2026-01-01 10:35:00+00:00,N001,19.999996,82.0000012,0.0812,0.0557,0.09846791355563496,2.0393,0.21329999999999982,2.559599999999998,9.8586,0.01827,0.0,0.0,0.06898666666666653,WATCH
2026-01-01 10:40:00+00:00,N001,19.999996,82.0000012,0.0827,0.043,0.09321099720526543,1.6742,-0.3651,-4.3812,9.8329,0.01978,0.0,0.0,-0.2884366666666669,NORMAL
