timestamp_utc,node_id,latitude,longitude,tilt_x_deg,tilt_y_deg,displacement_mm,distance_to_neighbor_m,vibration_g,crack_width_mm,temperature_c,humidity_percent,battery_percent,rssi_dbm
2026-01-01T02:40:00+00:00,N001,19.999996,82.0000012,0.063,0.0824,2.0093,9.8523,0.02984,0.0,26.47,72.96,97.08,-71.21
2026-01-01T02:45:00+00:00,N001,19.999996,82.0000012,0.1071,0.1001,2.032,9.8734,0.01845,0.0,26.76,71.02,95.46,-73.06
2026-01-01T02:50:00+00:00,N001,19.999996,82.0000012,0.0957,0.0368,2.0151,9.8513,0.02093,0.0,26.52,71.83,95.9,-71.58
2026-01-01T02:55:00+00:00,N001,19.999996,82.0000012,0.0612,0.0565,2.06,9.8401,0.01934,0.0,27.05,71.33,96.24,-73.92
2026-01-01T03:00:00+00:00,N001,19.999996,82.0000012,0.1196,0.0471,2.0806,9.854,0.02247,0.0,26.83,71.28,95.55,-72.64
2026-01-01T03:05:00+00:00,N001,19.999996,82.0000012,0.0636,-0.0125,1.9785,9.853,0.01978,0.0,27.09,71.15,96.48,-72.41
2026-01-01T03:10:00+00:00,N001,19.999996,82.0000012,0.0766,0.0024,2.1489,9.8321,0.0235,0.0,26.92,72.73,97.17,-70.23
2026-01-01T03:15:00+00:00,N001,19.999996,82.0000012,0.0524,0.0663,2.0556,9.8338,0.02605,0.0,27.25,73.84,95.73,-73.21
2026-01-01T03:20:00+00:00,N001,19.999996,82.0000012,0.065,0.045,2.0878,9.8269,0.02109,0.0,27.14,72.74,95.5,-72.62
2026-01-01T03:25:00+00:00,N001,19.999996,82.0000012,0.1027,0.0606,2.0007,9.8614,0.01971,0.0,27.09,73.59,96.46,-68.99
2026-01-01T03:30:00+00:00,N001,19.999996,82.0000012,0.0795,0.062,2.0624,9.8393,0.01893,0.0,26.92,68.56,96.19,-70.52
2026-01-01T03:35:00+00:00,N001,19.999996,82.0000012,0.0388,0.0965,2.1012,9.8602,0.01914,0.0,27.56,68.54,95.49,-71.35
2026-01-01T03:40:00+00:00,N001,19.999996,82.0000012,0.0522,0.0629,2.105,9.8731,0.01949,0.0,27.04,69.18,95.98,-68.37
2026-01-01T03:45:00+00:00,N001,19.999996,82.0000012,0.0666,0.0576,2.2716,9.8431,0.02323,0.0,27.14,69.74,95.34,-70.77
2026-01-01T03:50:00+00:00,N001,19.999996,82.0000012,0.0988,0.0428,2.2038,9.863,0.02081,0.0,27.56,71.4,95.85,-73.9
2026-01-01T03:55:00+00:00,N001,19.999996,82.0000012,0.098,0.1341,2.2057,9.8593,0.02161,0.0,27.47,69.23,95.7,-69.38
2026-01-01T04:00:00+00:00,N001,19.999996,82.0000012,0.0376,0.0386,1.8076,9.877,0.01989,0.0,27.48,70.66,95.83,-72.16
2026-01-01T04:05:00+00:00,N001,19.999996,82.0000012,0.0641,0.0358,2.0362,9.8499,0.01872,0.0,27.19,70.58,94.86,-73.72
2026-01-01T04:10:00+00:00,N001,19.999996,82.0000012,0.0399,0.0436,2.0102,9.8459,0.02037,0.0,27.62,71.7,96.41,-70.95
2026-01-01T04:15:00+00:00,N001,19.999996,82.0000012,0.0757,0.097,2.0529,9.8136,0.02351,0.0,27.43,67.84,95.25,-69.61
2026-01-01T04:20:00+00:00,N001,19.999996,82.0000012,0.1068,0.0914,1.9487,9.8549,0.02183,0.0,27.77,70.14,94.45,-70.57
2026-01-01T04:25:00+00:00,N001,19.999996,82.0000012,0.0879,0.0815,1.8919,9.854,0.0185,0.0,27.44,70.02,95.92,-73.24
2026-01-01T04:30:00+00:00,N001,19.999996,82.0000012,0.0586,0.0276,2.1392,9.8547,0.03045,0.0,27.57,70.28,94.4,-73.97
2026-01-01T04:35:00+00:00,N001,19.999996,82.0000012,0.1315,0.0777,1.8985,9.8313,0.02181,0.0,28.07,71.3,95.17,-69.22
2026-01-01T04:40:00+00:00,N001,19.999996,82.0000012,0.1032,0.0679,2.4183,9.8563,0.01813,0.0,27.49,70.13,95.17,-72.84
2026-01-01T04:45:00+00:00,N001,19.999996,82.0000012,0.1088,0.0541,2.141,9.8427,0.02453,0.0,27.76,69.76,94.85,-70.68
2026-01-01T04:50:00+00:00,N001,19.999996,82.0000012,0.0754,0.106,2.0343,9.8693,0.02154,0.0,28.29,67.48,93.55,-70.34
2026-01-01T04:55:00+00:00,N001,19.999996,82.0000012,0.0696,0.0605,2.0213,9.8519,0.01979,0.0,27.89,69.27,93.76,-73.77
2026-01-01T05:00:00+00:00,N001,19.999996,82.0000012,0.0858,0.0811,2.1469,9.8278,0.02549,0.0,28.45,70.88,94.47,-75.53
2026-01-01T05:05:00+00:00,N001,19.999996,82.0000012,0.0644,0.0412,2.092,9.8386,0.02259,0.0,28.22,66.89,94.45,-65.82
2026-01-01T05:10:00+00:00,N001,19.999996,82.0000012,0.0823,0.1243,2.0497,9.8675,0.02244,0.0,28.47,66.18,95.06,-69.65
2026-01-01T05:15:00+00:00,N001,19.999996,82.0000012,0.073,0.063,2.0805,9.8292,0.01912,0.0,28.49,68.14,94.25,-71.53
2026-01-01T05:20:00+00:00,N001,19.999996,82.0000012,0.0774,0.0506,1.8806,9.8366,0.01892,0.0,28.4,69.18,94.27,-75.83
2026-01-01T05:25:00+00:00,N001,19.999996,82.0000012,0.0575,0.0879,2.1684,9.8376,0.01942,0.0,28.77,67.22,93.39,-70.12
2026-01-01T05:30:00+00:00,N001,19.999996,82.0000012,0.1148,0.083,2.0137,9.8591,0.02462,0.0,28.83,67.39,93.89,-71.25
2026-01-01T05:35:00+00:00,N001,19.999996,82.0000012,0.0878,0.0692,1.8689,9.8455,0.02113,0.0,28.67,70.22,95.38,-72.58
2026-01-01T05:40:00+00:00,N001,19.999996,82.0000012,0.0964,0.0247,2.1046,9.8589,0.01873,0.0,28.77,69.07,94.18,-71.54
2026-01-01T05:45:00+00:00,N001,19.999996,82.0000012,0.0805,0.0453,2.0923,9.8633,0.01909,0.0,28.46,66.78,93.6,-69.02
2026-01-01T05:50:00+00:00,N001,19.999996,82.0000012,0.0609,0.0546,2.1471,9.8594,0.01875,0.0,28.9,67.73,93.75,-71.35
2026-01-01T05:55:00+00:00,N001,19.999996,82.0000012,0.0672,0.0254,2.0452,9.8461,0.02386,0.0,28.7,66.93,93.2,-71.92
2026-01-01T06:00:00+00:00,N001,19.999996,82.0000012,0.0867,0.0762,1.9551,9.827,0.02051,0.0,28.28,67.22,92.78,-70.67
2026-01-01T06:05:00+00:00,N001,19.999996,82.0000012,0.0874,0.0881,2.0073,9.8446,0.02475,0.0,28.9,65.63,94.02,-71.6
2026-01-01T06:10:00+00:00,N001,19.999996,82.0000012,0.0408,0.0474,2.0263,9.8439,0.02775,0.0,29.06,68.26,93.66,-71.81
2026-01-01T06:15:00+00:00,N001,19.999996,82.0000012,0.0753,0.0696,2.0556,9.8508,0.01855,0.0,29.45,68.99,93.61,-69.49
2026-01-01T06:20:00+00:00,N001,19.999996,82.0000012,0.0927,0.0676,1.7549,9.8481,0.0219,0.0,29.05,68.67,93.64,-69.84
2026-01-01T06:25:00+00:00,N001,19.999996,82.0000012,0.0781,0.0709,1.7725,9.8418,0.02017,0.0,29.61,66.04,93.54,-72.66
2026-01-01T06:30:00+00:00,N001,19.999996,82.0000012,0.1014,0.1155,2.2107,9.8625,0.02258,0.0,29.58,65.85,92.93,-73.29
2026-01-01T06:35:00+00:00,N001,19.999996,82.0000012,0.1168,0.0418,2.0794,9.8296,0.02287,0.0,29.24,66.17,93.59,-73.12
2026-01-01T06:40:00+00:00,N001,19.999996,82.0000012,0.0817,0.0589,1.9951,9.8545,0.02083,0.0,29.34,68.16,93.03,-69.58
2026-01-01T06:45:00+00:00,N001,19.999996,82.0000012,0.0636,0.0792,2.1566,9.8537,0.02371,0.0,29.51,62.78,92.3,-69.19
2026-01-01T06:50:00+00:00,N001,19.999996,82.0000012,0.0085,0.0823,2.0494,9.8769,0.01875,0.0,29.7,66.3,92.27,-73.36
2026-01-01T06:55:00+00:00,N001,19.999996,82.0000012,0.0641,0.0333,2.2028,9.8447,0.01827,0.0,29.81,65.71,92.45,-68.95
2026-01-01T07:00:00+00:00,N001,19.999996,82.0000012,0.0781,0.0369,2.2428,9.8549,0.01912,0.0,30.06,63.96,92.5,-70.66
2026-01-01T07:05:00+00:00,N001,19.999996,82.0000012,0.0568,0.0291,2.1889,9.8419,0.02368,0.0,29.78,66.89,93.15,-74.47
2026-01-01T07:10:00+00:00,N001,19.999996,82.0000012,0.0745,0.0676,1.9455,9.847,0.02201,0.0,29.75,64.95,93.35,-73.33
2026-01-01T07:15:00+00:00,N001,19.999996,82.0000012,0.0463,0.0834,2.0861,9.8561,0.01844,0.0,29.91,64.6,93.0,-69.82
2026-01-01T07:20:00+00:00,N001,19.999996,82.0000012,0.0887,0.0503,1.9789,9.863,0.01821,0.0,30.32,64.4,92.31,-70.54
2026-01-01T07:25:00+00:00,N001,19.999996,82.0000012,0.0638,0.0778,2.08,9.8452,0.02278,0.0,30.25,63.56,92.27,-75.61
2026-01-01T07:30:00+00:00,N001,19.999996,82.0000012,0.1086,0.0726,2.0304,9.8135,0.02391,0.0,29.95,62.55,92.16,-75.31
2026-01-01T07:35:00+00:00,N001,19.999996,82.0000012,0.0764,0.0584,1.9014,9.8326,0.02559,0.0,30.44,64.06,92.19,-70.94
2026-01-01T07:40:00+00:00,N001,19.999996,82.0000012,0.0565,0.0663,1.7206,9.8317,0.02063,0.0,30.21,63.7,91.79,-71.31
2026-01-01T07:45:00+00:00,N001,19.999996,82.0000012,0.1111,0.0943,2.0917,9.867,0.02492,0.0,30.28,64.09,92.25,-74.55
2026-01-01T07:50:00+00:00,N001,19.999996,82.0000012,0.1265,0.1031,1.951,9.8318,0.02075,0.0,30.64,62.57,91.91,-69.19
2026-01-01T07:55:00+00:00,N001,19.999996,82.0000012,0.0283,0.0903,2.005,9.8513,0.01842,0.0,30.13,64.69,92.44,-71.01
2026-01-01T08:00:00+00:00,N001,19.999996,82.0000012,0.0574,0.0263,2.0978,9.823,0.02772,0.0,30.92,61.37,91.86,-69.31
2026-01-01T08:05:00+00:00,N001,19.999996,82.0000012,0.0956,0.0423,1.9835,9.8717,0.02307,0.0,30.31,63.6,92.07,-67.81
2026-01-01T08:10:00+00:00,N001,19.999996,82.0000012,0.0705,0.0956,2.1432,9.8658,0.02039,0.0,30.13,63.59,91.99,-69.59
2026-01-01T08:15:00+00:00,N001,19.999996,82.0000012,0.0629,0.0661,2.1766,9.8576,0.0235,0.0,30.99,62.0,90.4,-72.29
2026-01-01T08:20:00+00:00,N001,19.999996,82.0000012,0.0327,0.0875,2.0499,9.8413,0.02279,0.0,30.85,63.31,90.46,-72.77
2026-01-01T08:25:00+00:00,N001,19.999996,82.0000012,0.0744,0.0562,1.9796,9.8613,0.01922,0.0,30.99,63.31,91.83,-75.92
2026-01-01T08:30:00+00:00,N001,19.999996,82.0000012,0.0925,0.0578,1.9426,9.8588,0.0206,0.0,31.13,65.67,90.86,-76.01
2026-01-01T08:35:00+00:00,N001,19.999996,82.0000012,0.0741,0.0599,1.9209,9.8511,0.02232,0.0,30.94,62.27,91.21,-72.31
2026-01-01T08:40:00+00:00,N001,19.999996,82.0000012,0.0652,0.0459,2.0362,9.8422,0.0182,0.0,30.5,61.05,90.95,-76.93
2026-01-01T08:45:00+00:00,N001,19.999996,82.0000012,0.076,0.0408,2.0829,9.8476,0.02083,0.0,30.95,61.37,91.59,-72.88
2026-01-01T08:50:00+00:00,N001,19.999996,82.0000012,0.0536,0.0571,2.0147,9.8673,0.01939,0.0,31.23,62.55,91.99,-70.21
2026-01-01T08:55:00+00:00,N001,19.999996,82.0000012,0.0947,0.0236,2.0597,9.869,0.01907,0.0,30.55,60.92,91.82,-69.1
2026-01-01T09:00:00+00:00,N001,19.999996,82.0000012,0.0845,0.0711,1.8148,9.8461,0.02469,0.0,31.11,62.01,90.69,-72.19
2026-01-01T09:05:00+00:00,N001,19.999996,82.0000012,0.07,0.114,1.8344,9.8502,0.02157,0.0,30.71,60.43,90.6,-69.78
2026-01-01T09:10:00+00:00,N001,19.999996,82.0000012,0.0922,0.0744,1.7406,9.8541,0.01834,0.0,31.29,62.35,90.99,-70.08
2026-01-01T09:15:00+00:00,N001,19.999996,82.0000012,0.0507,0.0712,1.986,9.847,0.0232,0.0,31.36,62.57,90.38,-73.08
2026-01-01T09:20:00+00:00,N001,19.999996,82.0000012,0.1068,0.0183,2.0284,9.8103,0.02076,0.0,30.97,61.28,90.86,-72.83
2026-01-01T09:25:00+00:00,N001,19.999996,82.0000012,0.1047,0.0973,2.1789,9.8585,0.01944,0.0,31.04,61.1,91.12,-74.06
2026-01-01T09:30:00+00:00,N001,19.999996,82.0000012,0.1014,0.0819,2.0232,9.8359,0.02232,0.0,31.14,63.0,91.01,-69.58
2026-01-01T09:35:00+00:00,N001,19.999996,82.0000012,0.0774,0.0819,1.9548,9.8355,0.02195,0.0,31.14,60.47,90.73,-73.14
2026-01-01T09:40:00+00:00,N001,19.999996,82.0000012,0.048,0.0527,2.0488,9.8508,0.02172,0.0,31.29,62.6,89.27,-71.71
2026-01-01T09:45:00+00:00,N001,19.999996,82.0000012,0.0944,0.0308,2.1674,9.8551,0.02024,0.0,31.57,61.58,89.88,-71.39
2026-01-01T09:50:00+00:00,N001,19.999996,82.0000012,0.0849,0.0679,1.7972,9.8457,0.02077,0.0,31.86,61.08,89.86,-71.83
2026-01-01T09:55:00+00:00,N001,19.999996,82.0000012,0.1001,0.0261,2.0431,9.8463,0.01936,0.0,31.56,59.12,90.12,-70.24
2026-01-01T10:00:00+00:00,N001,19.999996,82.0000012,0.0759,0.0385,1.8161,9.8626,0.02239,0.0,31.8,60.42,89.56,-70.99
2026-01-01T10:05:00+00:00,N001,19.999996,82.0000012,0.0589,0.0316,1.921,9.8355,0.01894,0.0,31.29,61.44,90.78,-70.4
2026-01-01T10:10:00+00:00,N001,19.999996,82.0000012,0.074,0.0623,1.9808,9.8502,0.02289,0.0,31.78,60.05,90.89,-74.49
2026-01-01T10:15:00+00:00,N001,19.999996,82.0000012,0.0603,0.0852,1.8144,9.8365,0.02759,0.0,31.64,61.67,90.37,-74.24
2026-01-01T10:20:00+00:00,N001,19.999996,82.0000012,0.0872,0.0852,2.059,9.8608,0.02016,0.0,31.53,61.51,89.61,-70.4
2026-01-01T10:25:00+00:00,N001,19.999996,82.0000012,0.0593,0.031,1.8294,9.8403,0.01866,0.0,31.92,61.65,88.87,-72.24
2026-01-01T10:30:00+00:00,N001,19.999996,82.0000012,0.0637,0.0726,1.826,9.8374,0.01817,0.0,31.91,61.64,89.12,-73.43
2026-01-01T10:35:00+00:00,N001,19.999996,82.0000012,0.0812,0.0557,2.0393,9.8586,0.01827,0.0,31.85,59.21,89.14,-69.86
2026-01-01T10:40:00+00:00,N001,19.999996,82.0000012,0.0827,0.043,1.6742,9.8329,0.01978,0.0,31.85,59.29,89.09,-74.96
2026-01-01T10:45:00+00:00,N001,19.999996,82.0000012,0.0498,0.0647,1.7332,9.8549,0.02053,0.0,31.74,60.8,88.48,-69.67
2026-01-01T10:50:00+00:00,N001,19.999996,82.0000012,0.086,0.0669,1.9294,9.8536,0.01862,0.0,31.96,61.38,88.82,-72.27
2026-01-01T10:55:00+00:00,N001,19.999996,82.0000012,0.0892,0.0613,2.0423,9.8426,0.01816,0.0,31.54,60.16,89.15,-68.05
2026-01-01T11:00:00+00:00,N001,19.999996,82.0000012,0.0601,0.0499,2.0069,9.8559,0.01839,0.0,31.56,62.56,89.19,-69.12
2026-01-01T11:05:00+00:00,N001,19.999996,82.0000012,0.0956,0.0559,2.1712,9.8456,0.01975,0.0,32.54,60.61,88.36,-77.15
2026-01-01T11:10:00+00:00,N001,19.999996,82.0000012,0.1011,0.0353,1.7797,9.8438,0.01821,0.0,32.47,61.36,89.34,-71.85
2026-01-01T11:15:00+00:00,N001,19.999996,82.0000012,0.0861,0.0872,1.8937,9.8531,0.02044,0.0,32.24,60.47,88.44,-68.88
2026-01-01T11:20:00+00:00,N001,19.999996,82.0000012,0.1109,0.0678,2.1332,9.8349,0.01881,0.0,32.21,60.67,88.99,-73.85
2026-01-01T11:25:00+00:00,N001,19.999996,82.0000012,0.0954,0.0472,2.0045,9.8553,0.01884,0.0,31.79,58.54,88.71,-71.58
2026-01-01T11:30:00+00:00,N001,19.999996,82.0000012,0.0516,0.0609,1.8302,9.8689,0.02543,0.0,32.07,61.59,88.72,-72.68
2026-01-01T11:35:00+00:00,N001,19.999996,82.0000012,0.0918,0.0351,2.0263,9.8518,0.02115,0.0,31.83,60.82,87.68,-70.3
2026-01-01T11:40:00+00:00,N001,19.999996,82.0000012,0.0656,0.0884,2.3773,9.8498,0.01986,0.0,32.15,60.57,87.98,-73.46
2026-01-01T11:45:00+00:00,N001,19.999996,82.0000012,0.0723,0.0422,1.8595,9.8382,0.01807,0.0,32.41,62.63,87.64,-73.3
2026-01-01T11:50:00+00:00,N001,19.999996,82.0000012,0.0587,0.0289,2.0937,9.8315,0.0189,0.0,32.21,59.72,88.9,-70.85
2026-01-01T11:55:00+00:00,N001,19.999996,82.0000012,0.0544,0.04,1.9103,9.8043,0.01999,0.0,32.05,60.26,88.17,-72.08
2026-01-01T12:00:00+00:00,N001,19.999996,82.0000012,0.0846,0.0985,1.9839,9.8598,0.02068,0.0,31.95,60.14,88.35,-71.33
2026-01-01T12:05:00+00:00,N001,19.999996,82.0000012,0.0447,0.0693,1.9599,9.8435,0.02098,0.0,31.92,57.87,88.14,-70.75
2026-01-01T12:10:00+00:00,N001,19.999996,82.0000012,0.0741,0.0653,2.1066,9.8819,0.02002,0.0,32.44,59.91,87.16,-71.8
2026-01-01T12:15:00+00:00,N001,19.999996,82.0000012,0.1239,0.0502,1.8831,9.8682,0.01815,0.0,31.7,58.8,87.27,-71.7
2026-01-01T12:20:00+00:00,N001,19.999996,82.0000012,0.0838,-0.0044,2.0554,9.8517,0.02124,0.0,31.63,58.96,87.65,-70.96
2026-01-01T12:25:00+00:00,N001,19.999996,82.0000012,0.082,0.0601,1.9693,9.8682,0.01918,0.0,31.73,58.91,88.08,-71.1
2026-01-01T12:30:00+00:00,N001,19.999996,82.0000012,0.0363,0.0457,2.1026,9.8436,0.02071,0.0,32.01,60.53,88.02,-77.87
2026-01-01T12:35:00+00:00,N001,19.999996,82.0000012,0.0625,0.0483,1.9183,9.8358,0.02074,0.0,31.63,59.26,86.49,-67.92
2026-01-01T12:40:00+00:00,N001,19.999996,82.0000012,0.0773,0.0366,2.2613,9.8338,0.02362,0.0,32.3,61.13,87.77,-73.62
2026-01-01T12:45:00+00:00,N001,19.999996,82.0000012,0.0637,0.024,2.0193,9.8341,0.02094,0.0,31.73,59.6,87.4,-71.52
2026-01-01T12:50:00+00:00,N001,19.999996,82.0000012,0.0768,0.0636,2.2451,9.8286,0.02093,0.0,31.95,59.67,87.2,-74.33
2026-01-01T12:55:00+00:00,N001,19.999996,82.0000012,0.0774,0.0454,1.9853,9.8261,0.02178,0.0,31.57,58.29,87.89,-70.36
2026-01-01T13:00:00+00:00,N001,19.999996,82.0000012,0.0648,0.0308,2.0507,9.8608,0.02823,0.0,31.49,61.16,87.78,-72.89
2026-01-01T13:05:00+00:00,N001,19.999996,82.0000012,0.1047,0.0892,1.9998,9.8585,0.0261,0.0,31.73,59.74,87.15,-73.99
2026-01-01T13:10:00+00:00,N001,19.999996,82.0000012,0.0733,0.0525,2.2149,9.8428,0.02199,0.0,31.96,61.04,85.48,-70.32
2026-01-01T13:15:00+00:00,N001,19.999996,82.0000012,0.092,0.0491,1.9667,9.8381,0.01842,0.0,32.13,58.85,87.54,-72.95
2026-01-01T13:20:00+00:00,N001,19.999996,82.0000012,0.1059,0.037,2.0344,9.8284,0.02686,0.0,31.63,59.11,86.61,-71.45
2026-01-01T13:25:00+00:00,N001,19.999996,82.0000012,0.0859,-0.0043,2.0176,9.8249,0.02112,0.0,32.04,61.33,87.94,-69.92
2026-01-01T13:30:00+00:00,N001,19.999996,82.0000012,0.0976,0.0544,1.9349,9.8303,0.01984,0.0,31.48,60.02,87.21,-73.49
2026-01-01T13:35:00+00:00,N001,19.999996,82.0000012,0.0607,0.0686,1.8593,9.8361,0.02154,0.0,31.22,62.67,86.54,-70.35
2026-01-01T13:40:00+00:00,N001,19.999996,82.0000012,0.0857,0.0777,2.111,9.8434,0.01821,0.0,31.9,59.96,86.1,-70.31
2026-01-01T13:45:00+00:00,N001,19.999996,82.0000012,0.0699,0.0557,1.893,9.8367,0.02473,0.0,31.7,59.06,86.65,-72.7
2026-01-01T13:50:00+00:00,N001,19.999996,82.0000012,0.0996,0.029,2.0093,9.8584,0.02077,0.0,31.88,60.61,86.36,-73.6
2026-01-01T13:55:00+00:00,N001,19.999996,82.0000012,0.0493,0.0538,2.005,9.8371,0.01951,0.0,32.04,60.58,86.99,-71.9
2026-01-01T14:00:00+00:00,N001,19.999996,82.0000012,0.0677,0.0988,2.0425,9.8496,0.02525,0.0,31.84,60.77,85.56,-75.12
2026-01-01T14:05:00+00:00,N001,19.999996,82.0000012,0.0897,0.0852,1.785,9.8278,0.02175,0.0,31.55,60.95,86.58,-71.22
2026-01-01T14:10:00+00:00,N001,19.999996,82.0000012,0.0888,0.0611,2.0886,9.8358,0.01865,0.0,31.27,60.23,85.64,-69.51
2026-01-01T14:15:00+00:00,N001,19.999996,82.0000012,0.1036,0.0937,2.1417,9.8734,0.02092,0.0,31.74,61.73,85.69,-69.21
2026-01-01T14:20:00+00:00,N001,19.999996,82.0000012,0.0685,0.0853,1.9143,9.8596,0.0192,0.0,31.35,59.15,85.29,-70.86
2026-01-01T14:25:00+00:00,N001,19.999996,82.0000012,0.0443,0.0998,1.8614,9.8178,0.02132,0.0,31.42,60.7,85.76,-69.39
2026-01-01T14:30:00+00:00,N001,19.999996,82.0000012,0.0946,0.0628,1.9841,9.8645,0.02162,0.0,31.35,61.43,86.28,-71.18
2026-01-01T14:35:00+00:00,N001,19.999996,82.0000012,0.0992,0.0983,1.9189,9.8318,0.03026,0.0,30.94,62.87,85.27,-73.33
2026-01-01T14:40:00+00:00,N001,19.999996,82.0000012,0.0903,0.0269,1.7679,9.8401,0.02069,0.0,31.44,61.12,85.78,-69.36
2026-01-01T14:45:00+00:00,N001,19.999996,82.0000012,0.0573,0.0235,1.8263,9.8364,0.02585,0.0,31.19,61.96,84.95,-73.51
2026-01-01T14:50:00+00:00,N001,19.999996,82.0000012,0.0947,0.0031,1.8556,9.856,0.02479,0.0,31.55,61.04,85.76,-71.68
2026-01-01T14:55:00+00:00,N001,19.999996,82.0000012,0.0975,0.0586,2.09,9.8599,0.02413,0.0,31.03,61.61,85.32,-71.42
